60936	訴
8141911	差
811911	差
839848	條
4718	英
895	仍
859	仍
19354	存
78	久
3861831	濟
984	乎
9431014	掉
8868	迷
75128	眼
67980	客
5153	引
040610	圖
04040	圖
8928	係
8268	似
13153	耶
18103	奇
6189898	效
60610126	識
976768	邊
413870	超
831	企
441826	藝
388614	準
665841	怪
2893	飛
28933	飛
2898	飛
6941048	廣
6741878	賽
608888	談
408776	夢
383871	消
4098	故
098	史
141641	班
51410433	劃
2516	母
55358	破
84	半
9840866	德
94821	委
714	軍
9567	節
884171	精
4841741	構
926704	留
723828	縣
7113828	縣
014	早
86148	集
8140	舍
01262678	顯
60410878	讀
48151	極
48531	極
1990178	願
4854	李
8156178	領
865678	領
699211	底
699216	底
3802	況
1926861	雄
2965601	響
229601	響
9810	答
3819938	源
8156	令
8656	令
898	父
1994831	歷
108138	票
017088	照
41	土
28410878	續
410878	賣
48184	棒
4180801	增
7676950	夠
5341841	陸
0188	黑
8315158	假
044	曲
0133	曲
861928	依
88	火
8159033	創
8151933	創
485128	根
038	足
71811859	勝
7181859	勝
1412211	輕
541248	碟
659152	施
91258	段
17633	列
6198361	離
618768	適
3897	省
01702	晚
017032	晚
9461	拉
438980	落
60581081	證
65919118	族
402	克
565378	預
8910199	傷
60510	詞
84711	值
4184159	勢
658	永
0161038	景
781333	剛
6126884	率
103103	哥
41128	甚
41182	甚
4595959	協
9848658	殺
9848258	殺
66901	怕
81566731	館
89211	低
89216	低
6591568	遊
4856122	概
1331	亞
2626193	斷
618768	夜
618986	夜
943131	排
019131	昨
287512	絕
1478	軟
778	負
815128	食
4178	責
127	切
284808	練
7	角
565	房
61012	竟
4184188	熱
41381226	越
984146	待
8197	首
61266	忘
411893	斯
513171	盡
861858	雙
101512	配
40	古
9489941	稱
698841	座
53191168	隨
2811	紅
6938798	廠
295512	跑
1264198	致
0694848	嘛
4171	青
53846	附
535128	限
510198	硬
181126	雲
994858	獲
418146	執
604858	護
31131	聞
949948	採
00101	唱
41148	某
911728	製
914728	製
0269118	唉
911248	築
9766	息
5940	居
440	苦
71258	股
38044	油
488698	救
6731	官
5	石
833	介
5980801	層
3119126	歲
0441928	農
01331928	農
1316126	職
59380806	屬
9487	策
0444	畢
01414	畢
8141810	善
814810	善
814140	善
495060	警
67410	害
6740	害
5	戶
143294	擊
9956762	亂
995672	亂
81418128	養
8141828	養
8118628	養
702	免
7032	免
0041866	嗯
6714178	寶
18	夫
812633	倒
28512	紀
386141	注
86103	停
811868	送
898512	爸
14817133	輸
51904	群
6361004	福
29186	狀
419511	均
41958	均
98910198	復
2804	細
5912	尼
9484178	積
7488	魚
18798	爾
28986	終
7849	財
60333	訓
917	印
19017141	壓
4138158	趣
162	充
61262	充
94801	香
93101	簡
001998	嚴
6138	亦
40144	幹
9574	篇
0828861	羅
851533	佛
5301199	陽
113126	武
28861	維
12911838	疑
4840118	模
81998	優
2965653	鄉
229653	鄉
813871	銷
4166	志
84041	僅
9588	鳥
6387	初
881978	煩
38633	洲
38133	洲
6129833	刻
60184	評
04418	異
586178	顧
01239	呀
4801021	樓
484106	樹
41610828	壞
9471960	擔
9318	兵
65128	良
5365	防
131041	聖
5588	碼
81871	益
914	午
971	血
600518	誤
600118	誤
948968	透
948568	透
4848538	楚
9499758	授
0141563	野
950	句
9118001	智
7410	周
94140	括
94940	括
03178	貴
38103	河
333178	順
33378	順
671004	富
69484826	魔
04141	哇
387833	測
488108	檢
66010858	慢
9408414	擇
66610828	懷
5132	巴
6649101	懂
31	止
0148	味
09588	嗚
084711	置
08472	置
1973	布
4748848	蘇
92768	迎
91417613	舞
91417614	舞
91438	缺
60282866	戀
28602866	戀
385358	波
384061	灌
8138101	普
013	甲
53121201	階
61873	帝
69310	店
18008	靈
28610126	織
384182	港
588183	騎
121	互
67711	宜
7841741	購
7898	敗
1911	左
6591928	旅
93168	追
99141	狂
678186	突
113198	敢
513198	敢
297646	獎
299946	獎
1801	春
99950	狗
8888759	勞
017668	遇
381493	漸
6778138	察
94	升
65674	痛
0141	里
190	右
3899928	派
695138	康
84141	佳
4801199	楊
81568148	餘
48	木
1912126	威
32108126	戲
4314808	蘭
949938	抓
9194198	徵
9114198	徵
4128	素
123510	臨
676693	密
0958	吸
058	吸
41466	博
638146	補
4846	村
912	毛
86158	隻
946721	按
38191026	減
21148	妹
9487676	移
28574	編
8841	坐
380871	溫
5358	皮
6746	守
511106	尋
04	田
0518	吳
600471	謂
6994158	庭
6914158	庭
851458	健
18	雨
4848	茶
48138	茶
91452	範
2288	跳
5190	君
4849	材
88314808	爛
4110126	域
81278	貨
414146	封
2192101	婚
9414	拜
91914	拜
98514	律
133166	惡
08140	啥
3865128	浪
320466	慮
4861298	核
61022	競
131927	聊
75166	急
0448	困
3890198	激
4014	草
1198	攻
91181081	短
66612	忙
2826262	繼
610141	童
3219833	劇
6360481	禮
6360181	禮
914	牛
04040441	壘
618861	雜
618838	療
4171993	靜
5314	陣
9495512	抱
985103	衛
953	島
17612	麗
1235128	緊
98108	簽
313166	悲
401183	幕
311271	背
41254	毒
412519	毒
412516	毒
7418	典
538108	險
18989898	爽
976271	盤
282198	緣
9514	筆
490148	藥
426948	藥
1926	尤
7914	睡
0451013	圍
0451014	圍
848	休
3811	江
678101	宿
81713366	愈
9880458	翻
8888748	榮
60282806	蠻
28602806	蠻
9467811	控
41383871	趙
12008	歐
88156	冷
88656	冷
387041	堂
38389	沙
91298	微
741068	週
48668	述
671138	宗
71887	腳
581081	登
28980	絡
814	針
94895	秀
94859	秀
112666	恐
6013	訂
1816	套
97680	船
97620	船
3870	尚
5458	承
486191	舊
140131	輯
41814	幸
810033	劍
94612	抗
61072	亮
04980	略
38101	酒
5906168	避
359014	牌
854	仔
8433	判
100433	副
946100	搞
826898	俊
9841413	街
0141838	暴
215173	婦
410	吉
404	革
4108158	鼓
9470	招
013	申
51504	彈
31765828	餐
419226	塊
8610	售
81561958	飯
81569958	飯
811	仁
38010858	漫
401471	朝
14146	輔
2870	紹
815128	銀
6041901	諸
604196	諸
512868	退
14115	琴
66610166	憶
5361014	障
9499158	援
947848	探
188156	零
188656	零
574	扁
671011	宣
08588	罵
28132	純
59048	架
664101	惜
48826	松
8610166	億
814718	鎮
81478	鎮
384071	湖
9891013	衝
6019526	誠
1940159	勵
694848	麻
441248	葉
9103131	靠
2141148	媒
539813	降
539814	降
6065	訪
21711	姐
56122	既
6914	庫
9946	射
61038	京
8808	欲
384018	漢
43481	豐
34481	豐
44381	豐
41861	堆
988084	釋
994899	彩
8150	含
8650	含
38814	洋
40118	莫
4893	析
926733	劉
618765	旁
5912641	屋
19868	逐
4138014	趕
1763388	烈
788	肉
6798078	額
8141026	鐵
18118	奏
18918	奏
97918	奧
083131	罪
846	付
606141	註
31914	岸
931313	歸
41118	款
941212	批
322	虎
94714	揮
7	刀
1212901	皆
678129	穿
8151458	鍵
03168	遺
140168	遭
9498804	播
5653	予
81760	銘
0082861	囉
71952	危
387078	賞
389248	染
382948	染
9378	欣
289212	紙
284178	績
44801	藉
8888706	螢
94612961	擁
9461261	擁
411426	載
3841741	溝
00188	嘿
1414	弄
81610141	鐘
41	廿
6718103	寄
417198	散
9226	鬼
182980	露
099426	哦
88581081	燈
976612	航
048	呆
8519	伊
04100	嘻
2887	紛
5812626	磁
94854	季
461188	薦
61928	衣
61054	享
718108	臉
412371	藍
78310	貼
1984101	豬
198416	豬
4728	索
016101	暗
1115	巧
495088	驚
215859	努
1952671	盛
1957126	盛
1804	雷
41610	培
6913166	廳
98468	逢
387094	掌
94826	私
4071	胡
5098	啟
604146	詩
08267112	罷
0984	呼
1078106	融
107806	融
851013	偉
851014	偉
814868	途
694173	席
8151388	歉
6389198	複
610553	郭
2878	納
60814	詳
94901	拍
311387	督
3171	肯
48912516	梅
618798	敵
9469418	擴
148174	輪
94801	籍
445166	慧
265	幻
840	估
001952	喝
419226	藏
429126	藏
412926	藏
698888	鷹
19798	夏
93158	延
7666	忍
3865914	游
67090	宮
3840171	潮
38011212	混
49948	菜
67896	窗
678976	窗
610588	熟
53806	蛋
40142	乾
8310	佔
74	冊
164148	棄
61264148	棄
1641348	棄
6126448	棄
6798804	審
0440	固
6363	州
1313	州
0861	唯
613133	端
282138	綠
8161012	鏡
810146	尊
994171	猜
598	尺
8901	伯
67476	寬
8574	偏
8038	促
8817133	偷
731004	幅
94888	秋
1235141	堅
0148178	顆
9413131	攝
388888	淡
1416	玉
9846	符
7116	冠
9016568	邀
731128	帳
9129178	贊
94044	抽
04078	圓
9952	犯
495098	敬
567459	勇
695653	序
480	束
531073	隔
33	鬥
6156698	慶
984138	徒
6131	症
410810	嘉
41040	嘉
565348	柔
4848138	禁
91452	牠
9481	笨
3810838	漂
999313	獅
71802	脫
7089506	觸
9459141	握
943112	乖
219141	姓
54998	孤
21251	距
489180	橋
3139178	頻
4412671	蓋
968	乏
63602	祝
484711	植
48472	植
0141412	曉
141899	珍
6008414	譯
959966	忽
1251	巨
6625478	慣
6604478	慣
6601378	慣
66251678	慣
381214	輝
941491	插
949491	插
851371	儘
415358	坡
57468	遍
940048	操
88014138	爆
29480	牆
294180	牆
38912	洗
1851	雪
51978	碩
333	川
84101	借
484848	森
93173	帥
636711	祖
14126	丟
94129138	擬
9493	折
94414136	掛
88	米
80176	偶
481	末
13178	頂
9148	朱
26	凡
1239	牙
5484838	礎
3819126	滅
9419128	振
1010141	醒
32211	虛
6003	癌
6033	癌
141333	瑞
609501	詢
0366	忠
94288	挑
604166	誌
8880	俗
0941	呈
0141	呈
123961	雅
604190	諾
26711288	熊
3171	閒
181801	替
4138953	趨
81888	俠
99261861	雞
1433	刊
0428	累
70	召
13278	頓
081566	唸
08666	唸
81973	佈
1838	泰
884	伴
2828	絲
610798	豪
48733	刺
912371	籃
5358178	頗
66887613	憐
66887614	憐
2659	幼
626	瘋
5398141	隆
671926	宏
321076	獻
985358	彼
4131	址
95	乃
59	乃
815	兮
1769148	殊
58854	騙
94156	籌
017633	咧
948669	秘
91251628	繁
478138	蔡
151321	妻
1315898	聚
131588	聚
614	辛
6713978	賓
313114	輩
9489966	穩
91251698	敏
54928	孫
5101368	違
5101468	違
59413	屆
65653	郎
94930	哲
3895512	泡
78	貝
665128	恨
51588	弱
2867801	縮
481200	樞
581381	碰
8156913	飾
0188186	默
00366	患
38535821	婆
926778	貿
1235171	監
941998	擾
944810	搭
889873	幣
190154	厚
6714	宇
69585158	廢
7771	骨
6071786	贏
6071784	贏
60717819	贏
6948	床
578	砍
401413	韓
401414	韓
817813	鋼
3812201	潛
542	孔
481590	蒼
481510	蒼
815678	飲
83	仙
38992618	溪
385186	淚
53991166	隱
9487	箱
1901716	厭
310148	桌
7488814	鮮
838	冰
384156	濤
176126	殘
00186	哭
8810841	煙
618331	齊
90168	迫
8761348	傑
8761448	傑
94882	稅
898153	爺
480778	賴
6648078	懶
21815138	嫌
1235178	賢
88174	倫
131	耳
28868	逃
1666	惠
6766713	寧
67912	宅
3872	沈
61121241	塵
9401199	揚
383139	涉
6067711	誼
49101	董
814126	瓶
00141	哩
66262699	慘
2841901	緒
481426	械
94078	損
14	干
94082612	擺
4813153	椰
38980	洛
612	亡
3892	汽
815138	兼
2165128	娘
3851528	漲
674186	寒
1081868	遷
1819128	震
078	吹
59912	尾
0141901	暑
014196	暑
38115	污
948711	租
91453	郵
0841901	署
084196	署
38710	洞
4718	契
41718	契
9476913	搖
0481182	圈
048182	圈
901141	皇
9965128	狼
389954	浮
8137141	塑
8814126	儀
4816	杯
8841412	燒
38418	洪
7195512	胞
123512	覽
060606	蟲
944101	措
3984	峰
336173	鬧
610712	毫
0404	喵
16994826	鬆
26138	跡
53711	阻
9874183	衡
465	芳
9122	鼠
812178	傾
017	冒
6129138	癡
01718	映
53815126	陰
538626	陰
53815626	陰
86188	焦
126	瓦
6731158	寂
41958	圾
4158	圾
031127	嘴
4161	垃
818103	倚
851758	侵
1840471	霸
986	冬
011	旦
3872	沉
6741841	塞
66912516	悔
42941	莊
69484894	摩
81011853	鄭
5129138	礙
1978	頁
9812211	徑
9415138	捷
149301	暫
9483133	剩
695130	唐
1081	豆
5395913	陶
1976	耐
999012	貌
4161926	裁
451333	蕭
8888	炎
9488866	愁
94146	捕
7711	龜
77151	龜
77198	龜
7712	龜
97198	龜
97151	龜
2899158	緩
610928	哀
1699196	髮
1699186	髮
718838	瞭
2585861	躍
9481590	搶
9481510	搶
017171	盟
890498	傻
597	眉
81187	券
8187	券
0194	昇
811852	卷
81852	卷
6940171	廟
0170	昭
31838156	齡
3183856	齡
9487	扮
60912	託
8610	倍
614604	辯
1089898	覆
40459	勒
0389	吵
94585158	撥
3808414	澤
98804	番
7184	胖
74171	睛
13	丁
3880	沿
3820	沿
21389	妙
385383	涵
38153	涵
9483871	稍
3804428	濃
38013328	濃
385912	泥
3899513	淨
197198	憂
4881590	槍
4881510	槍
041866	恩
6999178	顏
5906160	譬
48901	柏
181138	奈
2941	壯
678995	窮
43	井
411	甘
94814	拼
94914	拼
949211	抵
949216	抵
9483112	乘
1886104	奮
67410866	憲
6740866	憲
386188	液
386186	液
67295158	寢
41468	蓮
28810801	繪
78815138	賺
8013	伸
38119588	鴻
0119128	晨
4841048	橫
88761353	鄰
88761453	鄰
949152	拖
48103	荷
3861828	滾
9588	烏
9497658	搬
23801	踏
2195	奶
2159	奶
94912	托
41044126	戴
60813801	譜
101910	酷
484118	棋
018841	墨
0413838	嚇
988148	徐
9440118	摸
748801	魯
99268	瓜
98258	役
310812	凱
765266	怨
010858	曼
101614	醉
813878	鎖
8814	併
8213	佩
389718	澳
4841	杜
93	斤
73017	帽
94404	描
591212	屁
1988	灰
6591538	旋
195868	返
995868	返
94610141	撞
2288	災
04068	迴
814	羊
888	伙
41011	坦
612674	牽
29118	跌
1940176	厲
8112371	鑑
1012666	惑
8927	仰
48288	桃
387488	漁
9761271	艦
819013	錦
75122	眠
387771	滑
8151	伍
6748	宋
7114	肝
108126	飄
804841	堡
28541	紐
694106	廚
318	閃
81403	舒
2898838	縱
1238861	匯
367138	崇
3818	尖
2	乙
880	谷
1418156	玲
141856	玲
3812626	淺
1433	刑
311228	紫
413836	赴
9419986	拔
9419586	拔
941896	拔
131966	聰
53791	陷
9141258	毀
1012698	酸
21959	姊
21159	姊
48876	麥
188876	麥
488876	麥
48898	麥
188898	麥
488898	麥
1176	瓷
8786	瓷
2165	妨
6591418	旗
384728	潔
3841728	潔
53610	陪
453	邦
4861865	榜
989947	循
31000	闆
38694158	渡
4011836	慕
381261	耀
498	艾
779106	蟹
771406	蟹
418512	巷
41852	巷
3149	閉
6061038	諒
198	丈
401952	葛
123518	臥
38810	洽
6740118	寞
4718138	藤
471838	藤
60899	診
811894	拳
81894	拳
0601958	蠍
48831	麵
188831	麵
488831	麵
941251	拒
858866	憑
81262666	慈
38532	池
69118	疾
123953	邪
14178	輛
588120	驅
9212	氏
41954	孝
8145858	翔
781138	祭
414718	填
41478	填
6093158	誕
6101499	彰
5383	函
15883	函
8778	貧
2867138	綜
133	丌
741061	雕
7691468	遙
678515	穹
094901	啪
945173	掃
31802	閱
81984	鋒
5906141	壁
5389	砂
7171960	膽
41836	恭
88066	慾
414810	塔
59078	賀
112626	魂
8887	粉
838778	償
70268	逸
703268	逸
7195983	胸
7199928	脈
4536941	薩
926	丸
296	丸
461292	荒
618338	齋
487	芬
404159	勤
695174	庸
320471	膚
1178	貢
9287	氛
761	丹
21815	跨
9461831	擠
31980	閣
43131	菲
5471	孟
8861	准
0101	昌
65671	朗
47198	蒙
94071	捐
63880	裕
3861038	涼
9599	勿
31004	闡
1419148	珠
98866	悉
94401861	攤
884071	糊
4146	寺
67044	宙
87833	側
387001	嘗
4610	菩
8604101	儲
860416	儲
78019599	賜
99220822	獵
99220422	獵
4138	赤
0191026	喊
326263	幽
263263	幽
26263	幽
387871	盜
495094	擎
40059	勸
086033	罰
781958	販
789958	販
298838	蹤
9999268	狐
4614893	薪
48458	枝
438146	薄
636814	祥
8801141	糧
310	占
715132	肥
601815	誇
143228	繫
595512	砲
1844	奔
94936	拆
35	岩
946782	挖
48314808	欄
59389168	遲
38812626	滋
60131	証
429766	蔣
429996	蔣
63604	禪
4891499	鬱
0199158	暖
38141	汪
71512868	腿
385918	漏
184	奉
2140	姑
88711	粗
948389	秒
1416176	璃
1510	吾
678770	窩
066712	蛇
38968	泛
4108199	彭
38910	浩
9956764	辭
995674	辭
38658	泳
00046	獸
410028	喪
40028	喪
7519888	煞
94481	抹
98167198	徹
98612698	徹
215866	怒
4161041	壇
99382	爬
3803	沖
404	苗
387648	梁
2691188	欸
31081	豈
0471	胃
1763328	裂
131045	聘
56184	碎
2268	巡
010101	晶
93153	邱
1415358	玻
0828868	邏
1221159	勁
717192	脆
410141	埋
04478	噴
11721	姿
87821	姿
14198	玫
4044141	鞋
214141	娃
415116	壽
097	咱
3831941	潤
3831141	潤
4017668	邁
59814	屏
08	叭
948841	挫
3811836	添
3891836	添
998101	猶
812628	袋
188616	奪
210418	姻
1414848	琳
8416598	傲
8419598	傲
948983	稀
3831158	淑
610598	敦
4186126	截
71910198	腹
5858	羽
71811888	騰
7181888	騰
488519	梯
17641	殖
17642	殖
41188	欺
5156126	弦
948140	捨
1426	戒
51266	忌
003	串
048033	喇
13166	恥
69585899	廖
8869510	糖
9914168	逛
2468	迅
21968	迅
97186	臭
94038	捉
9932268	遞
5311692	疏
5316192	疏
6091278	讚
6741033	割
674033	割
14	于
14174	珊
14171	珊
1019226	醜
970433	鼻
97044	鼻
494833	莉
9491358	搜
881401	糟
6041148	謀
889131	炸
9921	妥
83178	偵
5886141	駐
25478	貫
04478	貫
01378	貫
251678	貫
1401	甜
9401	甜
945	拓
661761	恆
661216	恆
9431	扯
24178	蹟
71260	胎
90138	泉
248	朵
8156926	餓
9489538	黎
3801199	湯
995471	猛
590588	駕
40311288	燕
4103188	燕
4131088	燕
41184	坪
661988	恢
1188	巫
6028285	彎
2860285	彎
94260	抬
921201	昏
66802	悅
66260	怡
81710	銅
041	吐
839866	悠
0641248	蝶
9947	盾
6101928	衰
6151328	衰
8129138	凝
949368	逝
940	扣
6999	彥
9910	后
3183	齒
090	呂
14195	碧
41146	埔
61464	辨
4812078	櫃
931	丘
691180	痴
1419226	瑰
81956	釣
1414	軒
661510	悟
6948485	磨
8171337	剪
100468	逼
588098	駛
6126	玄
99248	躲
06103	哼
9438704	擋
8898	敝
60110	諮
60870	諮
8156952	飽
61053	亨
618333	劑
54968	遜
6766906	蜜
7141926	臟
7142926	臟
714126	臟
787	盼
2823	糾
212516	姆
664718	慎
66478	慎
781126	賦
7101199	腸
484899	彬
01487676	夥
2890198	繳
31888	峽
841898	凌
66191026	憾
66191066	憾
386180	滴
58585848	桑
9948	采
66817133	愉
5938	尿
8861	粒
6622998	惱
6622976	惱
662296	惱
7141	肚
7433	刪
04018	嘆
471258	殼
487171	棚
04468	迪
946180	摘
636770	禍
9817133	箭
76	夕
9119160	譽
8265858	翁
9149141	牲
948861	稚
94167198	撤
94612698	撤
70259	勉
703259	勉
2841412	繞
44888	萊
94927	抑
81578	貪
86578	貪
61711128	襲
66810	恰
865	仿
01	曰
4141128	堪
414112	堪
89180	僑
3881590	滄
3881510	滄
01141	旺
0590	咖
01671	唷
0612671	唷
51333	肅
313810	闊
313890	闊
29991	蹈
38194141	涯
571	肩
7110821	腰
94389	抄
818133	儒
59595971	脅
949360	誓
1671	盃
141588	瑪
5885806	騷
5858048	翼
5941901	屠
594196	屠
088	咪
18948	秦
1856559	霧
1416141	斑
819101	鍾
3818158	叢
2019599	踢
56539	矛
9148126	犧
69617111	龐
88320471	爐
1888	夾
3814	汗
87118	俱
8510	伺
185904	霹
6986	疼
4119931	壢
413853	郝
0322	唬
664478	憤
38585158	潑
9865	彷
61980	吝
88761888	燃
38012688	濕
69815138	廉
948610	稿
48103	柯
48912	耗
78610	賠
8895512	炮
569418	礦
03131	啡
8186	伏
803	仲
486141	柱
58108153	鄧
6127	盲
97159	筋
591166	慰
1126	云
4818103	椅
7488948	穌
948108	撿
818156	鈴
818656	鈴
1819931	靂
09588	鳴
914	垂
99542	乳
328615	虧
9418012	掩
9481182	捲
948182	捲
719101	腫
786188	瞧
42626	茲
438612	茫
567762	碗
489237	柳
489297	柳
7880801	贈
1418133	瑜
7841901	賭
784196	賭
073	吊
638044	袖
8519118	侯
61014128	裏
943879	撐
9617111	籠
484801	棟
141418	琪
5858614	翠
691358	瘦
71585899	膠
4826	楓
667761	懼
0389116	嗨
262	允
4843	耕
945933	掘
94158	廷
14158	廷
3840118	漠
061898	咬
326	嵐
2921	妝
3113858	叔
7026	兔
70326	兔
661973	怖
286198	紋
1221178	頸
9960186	獄
597333	刷
3166	悶
91800	喬
9851533	彿
38880	浴
867198	傢
95996	匆
95998	匆
51526	弘
6101078	韻
3815678	嶺
38678	嶺
018515	咦
315904	闢
6386914	褲
9494158	挺
9414158	挺
66861	惟
8148	余
892	仇
829	仇
01927	昂
0139588	鴨
215912	妮
712	肌
2170148	彙
31458	歧
9832	兇
636669	祕
4190188	煮
19721	耍
88814188	糕
611212	鹿
38814841	塗
0815	吟
0865	吟
536712	陀
94541	扭
38514	津
9908566	爵
41026	哉
9985118	猴
609485	誘
609489	誘
81770	鍋
9201	旭
2901	旭
0130199	暢
014171	晴
69848	腐
819868	遂
380129	洩
11278	頑
91498	牧
8191278	鑽
8156814	餅
141414	轟
3812371	濫
8141941	羞
8119541	羞
515198	彌
94810	拾
7140118	膜
81368	逆
210518	娛
53191141	墮
286183	締
1235171	鹽
976	舟
81146	鋪
419066	惹
936	斥
0498	哎
81802	銳
41414158	翹
1180	吞
3801171	盪
287813	綱
55858	扇
51646	磚
588198	驟
58818	驟
017666	愚
004128	喂
9489118	秩
614171	靖
995128	狠
981078	籲
4011859	募
94677838	擦
60121201	諧
678976	竊
678926	竊
41013	坤
126	戈
